Timestamp,Entered by,Dataset name,Data owner,Category1,Category2,Category notes,Source of information,Source - weblink,Dataset content,Geographic coverage,Geographic units,Geography notes,Time period - from,Time period - to,Time - frequency,Time notes,Data type,Data type notes,Data quality,Data access,Data owner attitude to research use,Other notes
12/16/2015 11:18:10,Alice,Private Rental Market Statistics,Valuation Office Agency ,2 - Property,"2.3 - Cost, price, rent",,,"https://www.gov.uk/government/statistics/private-rental-market-statistics
http://webarchive.nationalarchives.gov.uk/20141002130923/http://www.voa.gov.uk/corporate/statisticalReleases/PrivateRentalMarketStatistics.html","The release presents the mean, median, lower quartile and upper quartile total monthly rent paid, for a number of bedroom/room categories.",4 - England,Local authority,,2011,On-going,Annual,,Administrative,"This dataset is based on data collected by the Valuation Office Agency to support Local Housing Allowance. Importantly, however, it is emphasised in  publications that the data used to generate these statistics are based on a sample of rental information which is collected by Rent Officers from landlords and letting agents. Because the composition of this sample changes over time, it is not possible to compare median rents provided in this publication with statistics in previous publications to infer trends in the rental market over time","Release notes with a comment on data quality are provided with the annual release. 
The data include all relevant data available and have not been adjusted to produce statistics which are representative of the private rental property market mix in England. However, the underlying data set to these statistics is not drawn from a statistical sample and does not consist of tracked properties. This means that the statistics presented in this release should be considered as indicative only and do not represent accurate measures of the population","Freely available datasets for 2014, 2013, 2012, 2011. The most recent record is available via the VOA website while additional years are accessed via the National Archive",The release notes for these statistics indicate that the VOA have a positive attitude to research use of their data. ,
12/18/2015 13:56:53,Alice,Private Sector Rent Statistics 2010-2015,Scottish Government,2 - Property,"2.3 - Cost, price, rent",,,"http://www.gov.scot/Publications/2015/11/3376/downloads
http://www.gov.scot/Publications/2015/11/3376/320758","This dataset contains statistics on private sector rent levels in Scotland over the years 2010 to 2015 (years to end-September) using data from the Rent Service Scotland market evidence database. It presents information on rent levels for different property sizes across each of the 18 broad rental market areas in Scotland. It contains information on average rents as well as rents at the higher and lower end of the market.
The rental values in this publication are based on data collected on about 25,000 to 28,000 individual rents each year, representing about 8% to 10% of private rented dwellings. ",6 - Scotland,Other,Data are disaggregated to 18 broad rental market areas ,2010,2015,Other,"Data charts and tables are provided for 2010, 2014 and 2015 within the dataset. Change over time is also given for the period 2010-2015. The previous year's data tables are also available which detail change 2010-2014. It is not clear whether this publication will continue into the future. ",Sample survey,Data are obtained from the Rent Service Scotland market evidence database. ,"The data excludes any rents related to social housing, mid-market rents, halls of residence, and private tenancies known to be the subject of housing benefit and regulated tenancies. The market evidence data on private rents is sourced through a variety of means, including private landlord and letting agent returns, mailshot initiatives, as well as advertised rental information. The rental values in this publication are based on data collected on about 25,000 to 28,000 individual rents each year, representing about 8% to 10% of private rented dwellings. It is important to note that the data collected on individual rents may encompass different property types and addresses for each data collection year, and that this publication is not an attempt at providing a case-matched, tracked-sample or weighted-index approach to monitoring changes to rent levels over time. Caution is advised when considering rent levels and trends for property sizes within broad rental market areas which are based on small sample sizes. More detail on data quality issues are provided in the report which accompanies the data tables ",Freely accessible data tables for both 2010-2014 and 2010-2015 are available via the Scottish Government website ,Research is a use of the data acknowledged in the accompanying report. ,
12/23/2015 15:07:53,Sarah,Private Sector Rents,Welsh Government,2 - Property,"2.3 - Cost, price, rent",,,http://gov.wales/statistics-and-research/private-sector-rents/?lang=en,Data provided via returns to the Welsh Government from individual private landlords and letting agents via Rent Officers Wales.  Rent Officers Wales is part of the Housing Policy Division of the Welsh Government.   Transactional data only where rent has been paid (therefore excludes cases where housing benefit was the payment).  Data based on simple averages (medians and means) ,5 - Wales,Local authority,,2013,On-going,Annual,,Administrative,,Statistics in this dataset have not been adjusted to produce representative statistics for the private property rental market mix in Wales.,free to download from the Welsh Government webpage as Excel spreadsheet and PDF report.,Appears supportive of data use for research ,
12/15/2015 17:12:25,Alice,Property Transactions in the UK Statistical Release,HMRC,2 - Property,"2.3 - Cost, price, rent",,,"https://www.gov.uk/government/collections/property-transactions-in-the-uk
http://webarchive.nationalarchives.gov.uk/*/http://www.hmrc.gov.uk/stats/survey_of_prop/menu.htm","This dataset contains information on the number and aggregate value of property transactions in England and Wales, Scotland and the UK, broken down by various items",1 - UK,National,,2006,On-going,Monthly,"Data are updated a monthly, quarterly and annual basis.",Administrative,Data are taken from the HMRC Stamp Duty and Land Tax Database,"Detailed quality reports are provided for all datasets. 

Key issues in terms of coverage include:
- Not all property transactions are captured in the database. 
- Although quite complete issues of  tax avoidance and evasion make it incomplete.
- some records contain limited geographic information so can't  be classified within the published country breakdown.",A series of freely accessible data tables are provided via the HMRC website. Statistics for 2006-2013 are available via the National Archive. ,Government attitudes to research use of their data appear favourable. ,
12/17/2015 21:18:30,Alice,Rent Registration (Housing Statistics for Scotland),Scottish Government,2 - Property,"2.3 - Cost, price, rent","Also covers Finance/Subsidy, benefit information",,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/RentRegistration,"These rent registration datasets provide information on Housing benefit referrals, pre-tenancy determinations and fair (registered) rent cases. ",6 - Scotland,Local authority,,1996,2011,Quarterly,Measures are provided from Q2 1996 until Q1 2011. ,Administrative,,"These data are administrative data and can thus be considered relatively high quality. The aggregated data contained in these tables on Housing Benefit Referrals is considered, however, to be of limited use at the Scotland and Local Authority level, without further dis-aggregation to take account of different property types The data on both Housing Benefit Referrals and Fair(Registered) Rent Cases were also noted to relate to only a minority of tenancies",A freely accessible time-series dataset from Q2 1996 to Q1 2011 is available via the Scottish Government website. ,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/22/2015 17:09:32,Alice,Scottish Scottish Housing Market Review ,Scottish Government (Centre for Housing Market Analysis),2 - Property,"2.3 - Cost, price, rent",Could also be classed as Finance ,,http://www.gov.scot/Topics/Built-Environment/Housing/supply-demand/chma/statistics,"The Scottish housing market bulletin collates a range of statistics on house prices, housing market activity, cost and availability of finance and repossessions.",6 - Scotland,National,The majority of figures provided in the publication relate to Scotland as a whole. A few make reference to local authorities,2010,On-going,Quarterly,,Administrative,,The data utilised in this publication are drawn from a range of sources. ,PDFs of each quarterly publication are freely accessible via the Scottish Government website. Statistical datasets are not however provided alongside this release. It is unclear if these could be obtained by request. ,Government attitudes to research use of their data appear favourable. ,
12/12/2015 17:02:57,Alice,Social Housing Lettings Statistical Release (CORE),DCLG,2 - Property,"2.3 - Cost, price, rent",,,https://www.gov.uk/government/statistics/social-housing-lettings-in-england-april-2014-to-march-2015,The dataset provides information on lettings of social housing in England provided by local authorities and private registered providers (previously known as housing associations) including trends in social housing lettings over time and the characteristics of tenants with new social housing lettings,4 - England,Local authority,,2004,On-going,Annual,"The dataset is published annually but data are recorded continously. Datasets are given from 2011/2012. Within the most recent dataset, England level data are provided from 2004 while only 3 years of LA level data are given. ",Administrative,Data are taken from CORE. ,"CORE is designed to be a complete census of new social housing lettings provided by local authorities and private registered providers that own social housing stock. Therefore no sampling errors should be present in the final dataset. However there will always be a degree of inaccuracy predominately due to non-response and reporting errors by local authorities and private registered providers that submit data and tenants when responding. The number of errors and resulting alterations to raw data is monitored to ensure that quality standards are maintained. Measurement errors are mitigated by ensuring that the questions asked on CORE are defined satisfactorily, are answerable and are fully understood.Data undergo a series of validation checks. ",Freely accessible data tables for 2011/2 onwards are available on the DCLG website. Additional dataset may be available by request. ,Government attitudes to research use of their data appear favourable.,
12/12/2015 16:44:14,Alice,Social housing sales (including Right to Buy and transfers),DCLG,2 - Property,"2.3 - Cost, price, rent",Also Management ,,https://www.gov.uk/government/statistical-data-sets/live-tables-on-social-housing-sales,These data contain information on sales of social housing stock ? whether owned by local authorities or private registered providers. The most common of these sales are by the Right to Buy (and preserved Right to Buy) scheme,4 - England,Local authority,,1980,On-going,Quarterly,"Measures at the England level are provided from 1980. Those provided for local authorities are slightly summarised with full data only from 1998. Right-to-Buy data is provided quarterly, however, other measures such as social housing sales are provided annually. ",Administrative,,"The LOGASNet figures are audited annually by local authorities and continuously quality assured by DCLG, both of which can result in revisions (see Revisions Policy). The figures are compared against those supplied through the annual LAHS return for consistency, which again can result in revisions. Every effort is made to collect data from every local authority but in occasional instances estimates may be used. Care should be taken using data at a local authority level as the totals are low and therefore can be volatile.",Freely accessible tables are provided on the DCLG website. ,Government attitudes to research use of their data appear favourable. ,
12/22/2015 15:46:59,Sarah,Social Housing Stocks and Rents,Welsh Government,2 - Property,"2.3 - Cost, price, rent",Could also be classed as Tenure,,http://gov.wales/statistics-and-research/social-housing-stock-rents/?lang=en,"Information comes from annual returns from social landlords (local authorities and RSLs). Data provides an overview of the number of dwellings, bedsits and bed-spaces owned or partly owned by Welsh social landlords (local authorities and registered social landlords) based on the stock they held as of 31st March that year.",5 - Wales,Local authority,,2005,On-going,Annual,,Administrative,Numeric,Technical report available from Welsh Government website on data quality,Data free to download as an excel spreadsheet or PDF report from welsh Government website.,Appears supportive of data use for research ,
12/23/2015 15:24:33,Sarah,"Social Housing Vacancies, lettings and arrears",Welsh Government,2 - Property,"2.3 - Cost, price, rent",,,http://gov.wales/statistics-and-research/social-housing-vacancies-lettings-arrears/?lang=en,"Annual returns from local authorities and RSLs. Datasets provides information on number of social housing units rented to tenants, number of social tenants in rent arrears, and number of vacant units. Social housing vacancies by local authority area, duration (eg vacant for 6 months or more), provider, vacancy type (eg sheltered/self contained) and availability. ",5 - Wales,Local authority,,1996,On-going,Annual,,Administrative,Numeric,Technical information available from the Welsh Government webpage,Free to download as an Excel spreadsheet/PDF report from Welsh Government webpage,Appears supportive of data use for research ,
12/17/2015 13:07:21,Alice,"Housing for Older People, those with Disabilities and those with Supported Tenancies (Housing Statistics for Scotland)",Scottish Government,2 - Property,"2.4 - Accessibility, adaptation",,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/SpecialNeedsHousing,"This dataset contains information on housing for older people, those with disabilities and those with supported tenancies. 
This includes 
- Local authority stock
- Housing association stock 
- Scottish Homes stock
- All stock 
- Scotland level summary
- Provision by local authority area for chosen agency and year ",6 - Scotland,Local authority,,1996,On-going,Annual," Different figures within the dataset are provided for different timescales. 
- Local authority stock - time series table from 2001 to 2015 
- Housing association stock - time series table from 2001 to 2013
- Scottish Homes stock - time series table from 2001 to 2005 
- All stock - time series table from 1996 to 2013
 - Scotland level summary from 2001 to 2013 
- Provision by local authority area for chosen agency and year (1996-2015)",Administrative,These data are drawn from RSL and local authority administrative data. Data is collected from local authorities by the Scottish Government and from RSLs by the Scottish Housing Regulator. ,"These are government administrative statistics so offer full coverage. It is noted however that there may be some inconsistency in the way that supported housing is categorised by different local authorities and where local authorities are unable to classify their properties into the categories asked for, they may estimate these figures. A more detailed Data Quality report is provided with alongside all HSfS statistical releases",A full freely accessible data table is provided via the Scottish Government website.,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/14/2015 17:06:15,Alice,Opinions and Lifestyle Survey: Fulfilling Potential outcomes and indicators,DWP and Office for Disability Issues,2 - Property,"2.4 - Accessibility, adaptation",,,https://www.gov.uk/government/collections/opinions-and-lifestyle-survey-fulfilling-potential-outcomes-and-indicators,This dataset contains information taken from the Opinions and Lifestyle Survey which is relevant to the Fulfilling Potential strategy which encourages closer working to empower disabled people to achieve their full potential. It includes a variable on the proportion of respondents who have access to all of their home ,1 - UK,National,,2013,On-going,Annual,The Fulfilling Potential strategy that this dataset is used to assess was published in 2013,Sample survey,"This release uses data taken from the ONS Opinions and Lifestyle survey. The ONS Opinions and Lifestyle Survey is a national cross-sectional survey, which provides a snapshot of views and opinions. It currently runs eight months of the year, and conducts around 1,100 interviews each month. It is a fast way of obtaining information, with data available within a month of fieldwork ending.
The DWP commissions a disability module to be run on this survey asking questions
on a number of themes. The themes covered in 2014 included:
? Impairment/disability
? Accessing services
? Employment
? Equality Act
? Media
? Paralympics
? Public view of disabled people
? Transportation difficulties
? Choice and Control
? Social Isolation and
? Housing",Limitations are those of the Opinions and Lifestyle Survey,A freely accessible summary dataset is provided on the DWP website. ,Government attitudes to research use of their data appear favourable. ,
12/12/2015 14:40:42,Alice,Local Authority Housing Statistics Data Returns,DCLG,2 - Property,2.5 - Management,Also Finance and Accessibility ,,"https://www.gov.uk/government/collections/local-authority-housing-data
http://webarchive.nationalarchives.gov.uk/20120919132719/http://www.communities.gov.uk/housing/housingresearch/housingstatistics/housingstatisticsby/localauthorityhousing/dataforms/","This dataset contains all housing data supplied by local authorities including: dwelling stock; local authority housing disposals; allocations; lettings, nominations and mobility schemes; vacants; condition of dwelling stock; stock management; local authority rents and rent arrears; affordable housing supply",4 - England,Local authority,,2001,On-going,Annual,Data returns dating back to 2001/2 are available via the National Archive. The DCLG website has those dating back to 2009/10. Data from 1976/77 to 2001/2 may be available by request. ,Administrative,,This is official data obtained from all local authority areas for administrative purposes. ,Freely available statistics tables are available via the DCLG website and National Archive.  Data from 1976/77 to 2001/2 may be available by request. housing.statistics@communities.gov.uk ,Government access to research use of their data appears favourable,
12/17/2015 16:49:38,Alice,Management of Local Authority Housing (Housing Statistics for Scotland),Scottish Government,2 - Property,2.5 - Management,,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/StockManagement,"This statistical release contains datasets on lettings, evictions, housing lists and vacant stock in local authority dwellings. Vacant stock data includes information on numbers of dwellings awaiting demolition. ",6 - Scotland,Local authority,,2001,On-going,Annual,"Data are produced on a financial year basis.Data on Lettings and Evictions run from 2001-02, Housing Lists run from 2000-01, and Vacant Stock from 1997-98",Administrative,These datasets are drawn from local authority administrative data,"The data are taken from administrative systems and are thus good quality. The is a coverage issue in the vacant stock data for 2012/13 when Edinburgh was unable to provide complete data.
There is an additional data quality issues with the housing lists data. In terms of coverage, the data do not include the 6 local authorities who have transferred their housing stock to housing associations. Additional data quality issues relating to double-counting, a lack of disaggregation to waiting and transfer lists and Common Housing Registers. A detailed breakdown of the data quality issues for these datasets is provided in the Data Quality report which is provided with alongside all HSfS statistical releases",Freely accessible datasets for 2001/2-2014/15 are available via the Scottish Government website. ,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/16/2015 15:05:57,Alice,Sales of Social Sector Housing (Housing Statistics for Scotland),Scottish Government,2 - Property,2.5 - Management,also tenure,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/Sales,"This statistical release contains 4 data tables on applications and sales summaries (at the national and LA level), sales to sitting tenants and components of sales to sitting tenants. Data is also available via this website on Right to Buy Entitlement. ",6 - Scotland,Local authority,One data table provides a summary of sales at the Scotland level ,1998,On-going,Quarterly,"To date the returns that these statistics have been based on have been completed quarterly, however, from 2014/15 these will be reported annually. ",Administrative,These data are derived from SALES1 and SALES3 local authority returns. ,"These are administrative statistics so are considered high quality. The datasets are however derived from SALES1 and SALES3 returns together with housing association sales data. These returns have differential coverage. The SALES1 summary return collects information on applications for and sales of local authority owned housing only. The SALES3 case based return collects information on sales to sitting tenants only. This includes right to buy sales, rent to mortgage sales and voluntary sales.","Full, freely-accessible, time series datasets are provided via the Scottish Government website",Social and academic research is a use of the data acknowledged in the Uses of the Data report which accompanies the HSfS statistical releases. ,
12/17/2015 21:38:22,Alice,Social Sector Housing Tables (Housing Statistics for Scotland),Scottish Government ,2 - Property,2.5 - Management,"Could also be categorised as Physical (property), or Cost, price, rent ",,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/socialhousing,"This dataset contains a range of information on social housing including: General Needs Stock, Special Needs Stock, Vacant Stock, Low Demand Stock, Social Lets, Social Rents, Evictions and Right to Buy Sales
 ",6 - Scotland,Local authority,,2008,2013,Annual,Data were published on a financial year basis ,Administrative,This dataset was sourced from local authority data and RSL data ,These are administrative data and therefore offer complete coverage of the 32 local authorities of Scotland. As government data they can be considered relatively high quality. ,A full freely accessible data table is provided via the Scottish Government website.,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/14/2015 15:13:06,Alice,Statistical Data Return,HCA,2 - Property,2.5 - Management,Also Finance,,"https://www.gov.uk/government/statistics/statistical-data-return-2014-to-2015
http://webarchive.nationalarchives.gov.uk/20120419011320/http:/www.tenantservicesauthority.org/server/show/nav.15039","The Statistical Data Return (SDR) is an annual online survey completed by all English private registered providers of social housing. It explores data on stock size, types, location and rents at 31 March 2015, and data on sales and acquisitions made between 1 April 2014 and 31 March 2015",4 - England,Other,Some data are provided down to the individual provider level. Some data are provided at LA level,2011,On-going,Annual,This statistical release replaced the Tenant Services Authority's Regulatory and Statistical Return. RSR data are available for 2009-2011,Administrative,These data are gathered from an annual online survey of providers. It is designed to be a complete census of PRPs.  ,"This data focuses on social housing that is owned and managed by PRPs only.For the 2014/15 SDR, an overall response rate of 96% of PRPs was recorded. For large PRPs owning 1,000 or more units of social housing, the response rate was 100%.","Full datasets for 2011/12, 2012/13, 2013/14 and 2014/15 are provided on the HCA website. Additional datasets for the Tenant Services Authority Regulatory and Statistical Return are available for 2009 and 2010 from the National Archive Website. ",Government attitudes to research use of their data appear favourable. ,
12/11/2015 11:14:57,Sarah,UK Construction Market Survey ,RICS,2 - Property,2.5 - Management,,,http://www.rics.org/uk/knowledge/market-analysis/rics-uk-construction-market-survey/,"Data from Chartered Surveyors (members of RICs) who operate in the residential sales and lettings market are consulted as to their opinions about the state of the market. Sentiment survey providing an Indicator of conditions in the UK Construction market. Variable data set: Survey responses vary month by month, eg in Q3 of 2015, total contributions were 319.",1 - UK,Regional,"The 5 regions used to make up the national figures are London and the South East, South West/Wales, MIdlands/East Anglia, North West/North East/Yorks and Humber and Scotland.  
Data from Northern Ireland is not included in the Headline figures.",1994,On-going,Quarterly,Seeking clarification on how survey has been undertaken,Sample survey,List of questions asked is available in data reports along with further methodological information.,Data quality will vary according to number of monthly survey returns and is seasonally adjusted ,"Data available to download after (free) registration but only as PDF report
Subscription is available to obtain full access to housing data (3 bands of membership)

However, RICS state that they support academic research and will supply the full data set on a complementary basis (upon application)",,
12/11/2015 16:02:28,Alice,Help to Buy Equity Loan Scheme,DCLG,3 - Finance,"3.1 - Subsidy, benefits",,,"https://www.gov.uk/government/collections/help-to-buy-equity-loan-and-newbuy-statistics
http://opendatacommunities.org/data/housing-market/help-to-buy/num-loans/loan-type-postcode-sec",This dataset contains the number of properties purchased and the value of equity loans issued through the Help to Buy equity loan scheme. Data are also provided on equity loans issued to first time buyers ,4 - England,Postcode sector (e.g. AL1 2),"Additional datasets are provided at alternative geographies including postcode district, local authority and parlimentary consituency. Data on first time buyers are only provided at the local authority level. ",2013,On-going,Quarterly,The Help to Buy scheme began in Apr 2013,Administrative,Data are drawn from HM Treasury ,"For data released from 5 March 2015 onwards, the Homes and Community Agency (HCA) have revised the completion date for the entire Help to Buy Equity Loan time series. The HCA have stopped counting payment date (when the money out is paid out by the HCA) and now report on the expected actual completion date. It is more accurate and is closer to the live situation, especially when HCA now recognise an asset based on a completion, rather than exchange and approved claim. As a result (and due to reinstating accounts) HCA have seen movement of actual completions dates. There should not be this level of difference moving forward",Datasets are freely available through Open Data Communities Portal. ,Government attitudes to research use of their data appear favourable. ,
12/11/2015 15:50:07,Alice,Help to Buy Mortgage Guarantee Scheme Completions,DCLG,3 - Finance,"3.1 - Subsidy, benefits",This dataset could also potentially be classified under 'Cost' ,,"https://www.gov.uk/government/statistical-data-sets/help-to-buy-equity-loan-scheme-quarterly-statistics
http://opendatacommunities.org/data/housing-market/help-to-buy/num-loans/mortagegaurantees/completed-loans-postcode-dis",This dataset details mortgage completions on properties supported by Help to Buy: mortgage guarantee completions. ,4 - England,Other,This dataset is available at Postcode District (e.g. LS12) level. An additional file is provided aggregating data to local authority level. ,2012,On-going,Quarterly,The first New Buy Guarantee scheme statistical release was produced in September 2012,Administrative,This data were drawn from HM Treasury,,A freely available datasets are available via Open Data Communities portal ,Government attitudes to research use of their data appear favourable. ,
12/12/2015 15:30:19,Alice,Mortgage Rescue Scheme monitoring statistics,DCLG,3 - Finance,"3.1 - Subsidy, benefits",,,https://www.gov.uk/government/collections/mortgage-rescue-scheme-monitoring-statistics,This dataset contains statistics about the number of households that approached local authorities with mortgage difficulties and applications and acceptances for the Mortgage Rescue Scheme.,4 - England,Regional,,2010,2011,Quarterly,"Since April 2011 the local authority and Shelter Mortgage Rescue Scheme monitoring returns submitted to DCLG have been discontinued and therefore the March 2011 statistics were the last to be published.

From April 2011, monitoring information for the new Mortgage Rescue Scheme has been collected by the Homes and Communities Agency",Administrative,,,Freely available tables are available via the DCLG website for Q1-4 2010 and Q1 2011,Government attitudes to research use of their data appear favourable,
12/18/2015 10:49:37,Alice,Private Sector Housing Improvement and Repair Grants (Housing Statistics for Scotland),Scottish Government,3 - Finance,"3.1 - Subsidy, benefits",,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/Improvements,These datasets provide information on Private Sector Housing Improvement and Repair Grants issued by local authorities,6 - Scotland,Local authority,,1985,2010,Annual,"Data are released on a financial year basis. Timescales available vary among measures. 
 - Private sector improvement grants receiving final and only payment 1996/7 to 2009/10
- Housing repair and improvement grants approved, by work type - provided as 4 datasets due to changes in work type - 1985/6-1995/6, 1996/7-1990/00, 2000/1-2003/4 and 2004/5-2009/10
- All grants - 1985/6 - 2009/10
- Grants for disabled adaptations - 1985/6-2009/10
- Grants approved to lift properties above the tolerable standard - 1985/6-2009/10
Following 2010 Local authorities no longer provide grants ",Administrative,"These data are based on two local government administrative returns: 
The quarterly summary return (IMP1A) - Collected information on the number of dwellings on which final grant was paid, the amount paid and the type of grant involved.
 
The monthly case based return (IMP1B) - Collected information on improvement grants that had been approved for various types of work to private sector housing. The figures are different from those in the IMP1A summary return because the IMP1B is based on grants approved rather than grants paid.","Data tables are based on local government administrative returns. For data tables related to Housing repair and improvement grants approved, local authority tables disaggregated by work type cannot be produced as a consistent time-series due to changes in work types over time. 4 separate datasets are therefore provided for this measure ",Freely accessible time-series data tables are provided via the Scottish Government website. ,Government attitudes to research use of their data appear favourable. ,
12/17/2015 21:51:18,Alice,Scheme of Assistance (Housing Statistics for Scotland),Scottish Government,3 - Finance,"3.1 - Subsidy, benefits",,,http://www.gov.scot/Topics/Statistics/Browse/Housing-Regeneration/HSfS/SoA,"This dataset contains the number of cases where assistance was provided through the Scheme of Assistance along with amount spent, where applicable, broken down by local authority.",6 - Scotland,Local authority,,2010,On-going,Annual,"Data are released on a financial year basis i.e. 2010/11, 2011/12, 2012/13, 2013/14 and 2014/15",Administrative,Data are drawn from local authority administrative records ,"These are administrative data and therefore offer complete coverage of the 32 local authorities of Scotland. However, the data collected in the first year (2010-11) differs from that collected between 2011-12 and 2013-14 and has changed again in 2014-15 so the different time periods are not directly comparable. 

This is a relatively new data collection and local authorities have encountered a number of difficulties when attempting to provide the requested information. There is some evidence that local authorities are not answering all of the questions on a consistent basis and may not always be able to provide the information exactly as it is being requested. As a result of these concerns over the data quality these statistics have been published as ?provisional? official statistics

A more detailed Data Quality report is provided alongside all HSfS statistical releases",A freely accessible data table for each period is provided via the Scottish Government website.,Social and academic research is an acknowledged use of these statistics according to the 'Use of the data' documentation provided alongside the HSfS releases,
12/12/2015 15:54:11,Alice,Seaside and country homes scheme,DCLG,3 - Finance,"3.1 - Subsidy, benefits",,,https://www.gov.uk/government/statistics/seaside-and-country-homes-scheme-data,The Seaside and Country Homes Scheme helps London Boroughs and participating London-based housing associations to make the best use of their social housing stock by enabling households aged 60 and above to relocate to specific properties in other parts of the south and east of England.This dataset contains information on new Seaside and Country Homes registrants by landlords; Seaside and Country Homes movers by landlord and Seaside and Country Homes New Voids,9 - Other,Other,This covers the residents of London only ,2010,2011,Annual,This dataset is only available for the year 2010/11. It is not clear whether later versions may be available via the GLA,Administrative,,,A freely accessible table for this data for 2010/11 is included on the DCLG website. It is not clear whether this data is reproduced for later dates by the GLA. ,Government attitudes to research use of their data appear favourable. ,
12/10/2015 16:06:06,Sarah,Stat-Xplore: Benefit Cap,DWP,3 - Finance,"3.1 - Subsidy, benefits","Cumulative and point-in-time statistics on the number of households capped at GB, regional and local authority level by household type, number of children and amount of cap. 
GB and regional level off-flow statistics from the benefit cap by reason for off-flow",,"https://sw.stat-xplore.dwp.gov.uk/webapi/jsf/dataCatalogueExplorer.xhtml
https://www.gov.uk/government/collections/benefit-cap-statistics#benefit-cap-statistics","Stat-Xplore provides aggregate data on DWP benefits recieved for range of geographic areas, in some cases down to the level of Census Output Areas. ",2 - GB,Census Output Area,"Smallest geography varies between benefits. Cells subject to random adjustment, and small values suppressed.",2013,On-going,Monthly,,Administrative,DWP admin systems,"Known Issues from Stat-Xplore

Figures may not include very short term capped households. This will occur in instances where a household is capped and then ceases to be capped all within the space of a monthly SHBE return. In any such cases, the recorded SHBE data will not flag that a household has been capped.

In the unlikely event that a Local Authority does not return their housing benefit scan to DWP in time, when SHBE is processed the benefit cap status of households within that Local Authority is taken from the previous months extract. The overall impact of this is expected to be small.",Data fully accessible via the DWP's Stat-Xplore online service but (free) registration is required to fully access the service.,,
12/10/2015 15:31:34,Sarah,Stat-Xplore: Housing Benefit,DWP,3 - Finance,"3.1 - Subsidy, benefits","On-line Tabulation tool with which to explore DWP benefits statistics, including Housing Benefit Claimants, the number of National Insurance Number (NINo) registrants entering the UK from abroad, Jobseekers Allowance and Employment and Support Allowance sanction decisions,Personal Independence Payment claims in payment,Benefit Cap and Universal Credit. API now available",,https://sw.stat-xplore.dwp.gov.uk/webapi/metadata/hb_full/hb_full.html,"Stat-Xplore provides aggregate data on DWP benefits recieved for range of geographic areas, in some cases down to the level of Census Output Areas. ",2 - GB,Census Output Area,"Smallest geography varies between benefits. Cells subject to random adjustment, and small values suppressed.",2008,On-going,Monthly,Start date varies by dataset,Administrative,DWP administrative systems; some data processing by local authorities but data controller is DWP.,A number of 'known issues' are highlighted by the DWP: see website for details. ,Data fully accessible via the DWP's Stat-Xplore online service but (free) registration is required to fully access the service.,,
12/10/2015 15:19:08,Sarah,Stat-Xplore: Other,DWP,3 - Finance,"3.1 - Subsidy, benefits","On-line Tabulation tool with which to explore DWP benefits statistics, including Housing Benefit Claimants, the number of National Insurance Number (NINo) registrants entering the UK from abroad, Jobseekers Allowance and Employment and Support Allowance sanction decisions,Personal Independence Payment claims in payment,Benefit Cap and Universal Credit.",,https://stat-xplore.dwp.gov.uk/,"Stat-Xplore provides aggregate data on DWP benefits recieved for range of geographic areas, in some cases down to the level of Census Output Areas. In addition to Housing Benefits and Benefit Cap (covered separately), data include: New National Insurance Number (NINO) registrations; Personal Independence Payments (PIP); benefits sanctions; and Universal Credit.",2 - GB,Census Output Area,"Smallest geography varies between benefits. Cells subject to random adjustment, and small values suppressed.",2008,On-going,Monthly,There are a number of datasets within Stat-Xplore which vary slightly in terms of their start dates.  ,Administrative,DWP admin systems,Some lag time issues depending on reporting frequency ,Registering (free)  with the site provides greater access to the datasets and enables production of downloadable data tables and charts.,Supportive. API now in place for automated downloads.,
